image_name,label_name
Doc_350.jpg,task-380_combined.png
Doc_351.jpg,task-381_combined.png
Doc_352.jpg,task-382_combined.png
Doc_353.jpg,task-383_combined.png
Doc_354.jpg,task-384_combined.png
Doc_355.jpg,task-385_combined.png
Doc_356.jpg,task-386_combined.png
Doc_357.jpg,task-387_combined.png
Doc_358.jpg,task-388_combined.png
Doc_359.jpg,task-389_combined.png
Doc_36.jpg,task-66_combined.png
Doc_360.jpg,task-390_combined.png
Doc_361.jpg,task-391_combined.png
Doc_362.jpg,task-392_combined.png
Doc_363.jpg,task-393_combined.png
Doc_364.jpg,task-394_combined.png
Doc_365.jpg,task-395_combined.png
Doc_366.jpg,task-396_combined.png
Doc_367.jpg,task-397_combined.png
Doc_368.jpg,task-398_combined.png
Doc_369.jpg,task-399_combined.png
Doc_37.jpg,task-67_combined.png
Doc_370.jpg,task-400_combined.png
Doc_371.jpg,task-401_combined.png
Doc_372.jpg,task-402_combined.png
Doc_373.jpg,task-403_combined.png
Doc_374.jpg,task-404_combined.png
Doc_375.jpg,task-405_combined.png
Doc_376.jpg,task-406_combined.png
Doc_377.jpg,task-407_combined.png
Doc_378.jpg,task-408_combined.png
Doc_379.jpg,task-409_combined.png
Doc_38.jpg,task-68_combined.png
Doc_380.jpg,task-410_combined.png
Doc_381.jpg,task-411_combined.png
Doc_382.jpg,task-412_combined.png
Doc_383.jpg,task-413_combined.png
Doc_384.jpg,task-414_combined.png
Doc_385.jpg,task-415_combined.png
Doc_386.jpg,task-416_combined.png
Doc_387.jpg,task-417_combined.png
Doc_388.jpg,task-418_combined.png
Doc_389.jpg,task-419_combined.png
Doc_39.jpg,task-69_combined.png
Doc_390.jpg,task-420_combined.png
Doc_391.jpg,task-421_combined.png
Doc_392.jpg,task-422_combined.png
Doc_393.jpg,task-423_combined.png
Doc_394.jpg,task-424_combined.png
Doc_395.jpg,task-425_combined.png
Doc_396.jpg,task-426_combined.png
Doc_397.jpg,task-427_combined.png
Doc_398.jpg,task-428_combined.png
Doc_399.jpg,task-429_combined.png
Doc_4.jpg,task-34_combined.png
Doc_40.jpg,task-70_combined.png
Doc_400.jpg,task-430_combined.png
Doc_401.jpg,task-431_combined.png
Doc_402.jpg,task-432_combined.png
Doc_403.jpg,task-433_combined.png
Doc_404.jpg,task-434_combined.png
Doc_405.jpg,task-435_combined.png
Doc_406.jpg,task-436_combined.png
Doc_407.jpg,task-437_combined.png
Doc_408.jpg,task-438_combined.png
Doc_409.jpg,task-439_combined.png
Doc_41.jpg,task-71_combined.png
Doc_410.jpg,task-440_combined.png
Doc_411.jpg,task-441_combined.png
Doc_412.jpg,task-442_combined.png
Doc_413.jpg,task-443_combined.png
Doc_414.jpg,task-444_combined.png
Doc_415.jpg,task-445_combined.png
Doc_416.jpg,task-446_combined.png
Doc_417.jpg,task-447_combined.png
Doc_418.jpg,task-448_combined.png
Doc_419.jpg,task-449_combined.png
Doc_42.jpg,task-72_combined.png
Doc_420.jpg,task-450_combined.png
Doc_421.jpg,task-451_combined.png
Doc_422.jpg,task-452_combined.png
Doc_423.jpg,task-453_combined.png
Doc_424.jpg,task-454_combined.png
Doc_425.jpg,task-455_combined.png
Doc_426.jpg,task-456_combined.png
Doc_427.jpg,task-457_combined.png
Doc_428.jpg,task-458_combined.png
Doc_429.jpg,task-459_combined.png
Doc_43.jpg,task-73_combined.png
Doc_430.jpg,task-460_combined.png
Doc_431.jpg,task-461_combined.png
Doc_432.jpg,task-462_combined.png
Doc_433.jpg,task-463_combined.png
Doc_434.jpg,task-464_combined.png
Doc_435.jpg,task-465_combined.png
Doc_436.jpg,task-466_combined.png
Doc_437.jpg,task-467_combined.png
Doc_438.jpg,task-468_combined.png
Doc_439.jpg,task-469_combined.png
Doc_44.jpg,task-74_combined.png
Doc_440.jpg,task-470_combined.png
Doc_441.jpg,task-471_combined.png
Doc_442.jpg,task-472_combined.png
Doc_443.jpg,task-473_combined.png
Doc_444.jpg,task-474_combined.png
Doc_445.jpg,task-475_combined.png
Doc_446.jpg,task-476_combined.png
Doc_447.jpg,task-477_combined.png
Doc_448.jpg,task-478_combined.png
Doc_449.jpg,task-479_combined.png
Doc_45.jpg,task-75_combined.png
Doc_450.jpg,task-480_combined.png
Doc_451.jpg,task-481_combined.png
Doc_452.jpg,task-482_combined.png
Doc_453.jpg,task-483_combined.png
Doc_454.jpg,task-484_combined.png
Doc_455.jpg,task-485_combined.png
Doc_456.jpg,task-486_combined.png
Doc_457.jpg,task-487_combined.png
Doc_458.jpg,task-488_combined.png
Doc_459.jpg,task-489_combined.png
Doc_46.jpg,task-76_combined.png
Doc_460.jpg,task-490_combined.png
Doc_461.jpg,task-491_combined.png
Doc_462.jpg,task-492_combined.png
Doc_463.jpg,task-493_combined.png
Doc_464.jpg,task-494_combined.png
Doc_465.jpg,task-495_combined.png
Doc_466.jpg,task-496_combined.png
Doc_467.jpg,task-497_combined.png
Doc_468.jpg,task-498_combined.png
Doc_469.jpg,task-499_combined.png
Doc_47.jpg,task-77_combined.png
Doc_470.jpg,task-500_combined.png
Doc_471.jpg,task-501_combined.png
Doc_472.jpg,task-502_combined.png
Doc_473.jpg,task-503_combined.png
Doc_474.jpg,task-504_combined.png
Doc_475.jpg,task-505_combined.png
Doc_476.jpg,task-506_combined.png
Doc_477.jpg,task-507_combined.png
Doc_478.jpg,task-508_combined.png
Doc_479.jpg,task-509_combined.png
Doc_48.jpg,task-78_combined.png
Doc_480.jpg,task-510_combined.png
Doc_481.jpg,task-511_combined.png
Doc_482.jpg,task-512_combined.png
Doc_483.jpg,task-513_combined.png
Doc_484.jpg,task-514_combined.png
Doc_485.jpg,task-515_combined.png
Doc_486.jpg,task-516_combined.png
Doc_487.jpg,task-517_combined.png
Doc_488.jpg,task-518_combined.png
Doc_489.jpg,task-519_combined.png
Doc_49.jpg,task-79_combined.png
Doc_490.jpg,task-520_combined.png
Doc_491.jpg,task-521_combined.png
Doc_492.jpg,task-522_combined.png
Doc_493.jpg,task-523_combined.png
Doc_494.jpg,task-524_combined.png
Doc_495.jpg,task-525_combined.png
Doc_496.jpg,task-526_combined.png
Doc_497.jpg,task-527_combined.png
Doc_498.jpg,task-528_combined.png
Doc_499.jpg,task-529_combined.png
Doc_5.jpg,task-35_combined.png
Doc_50.jpg,task-80_combined.png
Doc_500.jpg,task-530_combined.png
Doc_501.jpg,task-531_combined.png
Doc_502.jpg,task-532_combined.png
Doc_503.jpg,task-533_combined.png
Doc_504.jpg,task-534_combined.png
Doc_505.jpg,task-535_combined.png
Doc_506.jpg,task-536_combined.png
Doc_507.jpg,task-537_combined.png
Doc_508.jpg,task-538_combined.png
Doc_509.jpg,task-539_combined.png
Doc_51.jpg,task-81_combined.png
Doc_510.jpg,task-540_combined.png
Doc_511.jpg,task-541_combined.png
Doc_512.jpg,task-542_combined.png
Doc_513.jpg,task-543_combined.png
Doc_514.jpg,task-544_combined.png
Doc_515.jpg,task-545_combined.png
Doc_516.jpg,task-546_combined.png
Doc_517.jpg,task-547_combined.png
Doc_518.jpg,task-548_combined.png
Doc_519.jpg,task-549_combined.png
Doc_52.jpg,task-82_combined.png
Doc_520.jpg,task-550_combined.png
Doc_521.jpg,task-551_combined.png
Doc_522.jpg,task-552_combined.png
Doc_523.jpg,task-553_combined.png
Doc_524.jpg,task-554_combined.png
Doc_525.jpg,task-555_combined.png
Doc_526.jpg,task-556_combined.png
Doc_527.jpg,task-557_combined.png
Doc_528.jpg,task-558_combined.png
Doc_529.jpg,task-559_combined.png
Doc_53.jpg,task-83_combined.png
Doc_530.jpg,task-560_combined.png
Doc_531.jpg,task-561_combined.png
Doc_532.jpg,task-562_combined.png
Doc_533.jpg,task-563_combined.png
Doc_534.jpg,task-564_combined.png
Doc_535.jpg,task-565_combined.png
Doc_536.jpg,task-566_combined.png
Doc_537.jpg,task-567_combined.png
Doc_538.jpg,task-568_combined.png
Doc_539.jpg,task-569_combined.png
Doc_54.jpg,task-84_combined.png
Doc_540.jpg,task-570_combined.png
Doc_541.jpg,task-571_combined.png
Doc_542.jpg,task-572_combined.png
Doc_543.jpg,task-573_combined.png
Doc_544.jpg,task-574_combined.png
Doc_545.jpg,task-575_combined.png
Doc_546.jpg,task-576_combined.png
Doc_547.jpg,task-577_combined.png
Doc_548.jpg,task-578_combined.png
Doc_549.jpg,task-579_combined.png
Doc_55.jpg,task-85_combined.png
Doc_550.jpg,task-580_combined.png
Doc_551.jpg,task-581_combined.png
Doc_552.jpg,task-582_combined.png
Doc_553.jpg,task-583_combined.png
Doc_554.jpg,task-584_combined.png
Doc_555.jpg,task-585_combined.png
Doc_556.jpg,task-586_combined.png
Doc_557.jpg,task-587_combined.png
Doc_558.jpg,task-588_combined.png
Doc_559.jpg,task-589_combined.png
Doc_56.jpg,task-86_combined.png
Doc_560.jpg,task-590_combined.png
Doc_561.jpg,task-591_combined.png
Doc_562.jpg,task-592_combined.png
Doc_563.jpg,task-593_combined.png
Doc_564.jpg,task-594_combined.png
Doc_565.jpg,task-595_combined.png
Doc_566.jpg,task-596_combined.png
Doc_567.jpg,task-597_combined.png
Doc_568.jpg,task-598_combined.png
Doc_569.jpg,task-599_combined.png
Doc_57.jpg,task-87_combined.png
Doc_570.jpg,task-600_combined.png
Doc_571.jpg,task-601_combined.png
Doc_572.jpg,task-602_combined.png
Doc_573.jpg,task-603_combined.png
Doc_574.jpg,task-604_combined.png
Doc_575.jpg,task-605_combined.png
Doc_576.jpg,task-606_combined.png
Doc_577.jpg,task-607_combined.png
Doc_578.jpg,task-608_combined.png
Doc_579.jpg,task-609_combined.png
Doc_58.jpg,task-88_combined.png
Doc_580.jpg,task-610_combined.png
Doc_581.jpg,task-611_combined.png
Doc_582.jpg,task-612_combined.png
Doc_583.jpg,task-613_combined.png
Doc_584.jpg,task-614_combined.png
Doc_585.jpg,task-615_combined.png
Doc_586.jpg,task-616_combined.png
Doc_587.jpg,task-617_combined.png
Doc_588.jpg,task-618_combined.png
Doc_589.jpg,task-619_combined.png
Doc_59.jpg,task-89_combined.png
Doc_590.jpg,task-620_combined.png
Doc_591.jpg,task-621_combined.png
Doc_592.jpg,task-622_combined.png
Doc_593.jpg,task-623_combined.png
Doc_594.jpg,task-624_combined.png
Doc_595.jpg,task-625_combined.png
Doc_596.jpg,task-626_combined.png
Doc_597.jpg,task-627_combined.png
Doc_598.jpg,task-628_combined.png
Doc_599.jpg,task-629_combined.png
Doc_6.jpg,task-36_combined.png
Doc_60.jpg,task-90_combined.png
Doc_600.jpg,task-630_combined.png
Doc_61.jpg,task-91_combined.png
Doc_62.jpg,task-92_combined.png
Doc_63.jpg,task-93_combined.png
Doc_64.jpg,task-94_combined.png
Doc_65.jpg,task-95_combined.png
Doc_66.jpg,task-96_combined.png
Doc_67.jpg,task-97_combined.png
Doc_68.jpg,task-98_combined.png
Doc_69.jpg,task-99_combined.png
Doc_7.jpg,task-37_combined.png
Doc_70.jpg,task-100_combined.png
Doc_71.jpg,task-101_combined.png
Doc_72.jpg,task-102_combined.png
Doc_73.jpg,task-103_combined.png
Doc_74.jpg,task-104_combined.png
Doc_75.jpg,task-105_combined.png
Doc_76.jpg,task-106_combined.png
Doc_77.jpg,task-107_combined.png
Doc_78.jpg,task-108_combined.png
Doc_79.jpg,task-109_combined.png
Doc_8.jpg,task-38_combined.png
Doc_80.jpg,task-110_combined.png
Doc_81.jpg,task-111_combined.png
Doc_82.jpg,task-112_combined.png
Doc_83.jpg,task-113_combined.png
Doc_84.jpg,task-114_combined.png
Doc_85.jpg,task-115_combined.png
Doc_86.jpg,task-116_combined.png
Doc_87.jpg,task-117_combined.png
Doc_88.jpg,task-118_combined.png
Doc_89.jpg,task-119_combined.png
Doc_9.jpg,task-39_combined.png
Doc_90.jpg,task-120_combined.png
Doc_91.jpg,task-121_combined.png
Doc_92.jpg,task-122_combined.png
Doc_93.jpg,task-123_combined.png
Doc_94.jpg,task-124_combined.png
Doc_95.jpg,task-125_combined.png
Doc_96.jpg,task-126_combined.png
Doc_97.jpg,task-127_combined.png
Doc_98.jpg,task-128_combined.png
Doc_99.jpg,task-129_combined.png
